passenger_count,trip_distance,fare
2.0,0.81,6.3
3.0,1.1,10.3
3.0,3.31,15.3
1.0,1.5,9.3
1.0,2.15,10.799999999999999
2.0,3.5,17.299999999999997
1.0,1.87,9.299999999999999
3.0,1.8,10.3
1.0,5.7,21.3
3.0,1.7,8.8
1.0,0.7,7.3
1.0,1.5,10.8
1.0,0.7,9.3
5.0,3.19,15.799999999999999
1.0,2.84,15.8
1.0,19.17,58.56
1.0,1.2,6.8
1.0,0.6,5.3
1.0,5.32,21.8
5.0,1.99,12.3
1.0,3.44,15.8
3.0,5.29,20.3
1.0,1.33,14.25
1.0,2.6,12.3
2.0,0.64,7.300000000000001
1.0,0.9,5.8
4.0,1.5,9.3
1.0,0.9,9.8
5.0,2.22,16.299999999999997
5.0,0.73,9.3
2.0,18.9,61.06
1.0,1.31,10.8
2.0,0.86,8.8
1.0,1.02,10.8
1.0,0.7,9.3
1.0,1.52,12.8
1.0,1.79,13.799999999999999
3.0,0.19,6.3
1.0,2.03,10.8
2.0,3.59,20.3
1.0,1.05,9.8
2.0,0.85,10.3
1.0,7.82,33.059999999999995
2.0,1.8,13.8
1.0,3.6,19.299999999999997
1.0,0.4,8.8
1.0,1.3,9.3
2.0,3.2,21.3
1.0,30.61,120.8
1.0,1.8,13.3
1.0,1.85,12.3
1.0,1.75,11.8
2.0,1.5,10.8
1.0,3.02,17.3
1.0,3.8,17.8
1.0,3.36,15.3
1.0,1.56,8.8
2.0,2.3,13.3
1.0,1.6,10.8
1.0,1.5,10.799999999999999
1.0,1.2,9.3
1.0,21.56,55.3
1.0,5.47,19.3
1.0,1.6,10.799999999999999
1.0,1.2,9.3
1.0,12.98,48.56
1.0,2.64,15.8
1.0,1.1,9.8
1.0,1.07,10.3
1.0,0.5,7.300000000000001
3.0,2.78,17.3
5.0,18.53,61.06
1.0,1.71,11.8
1.0,0.9,9.8
3.0,2.3,13.8
1.0,0.8,7.800000000000001
1.0,8.33,32.56
1.0,1.82,11.3
1.0,0.5,7.3
1.0,9.9,35.300000000000004
1.0,8.79,38.56
2.0,0.9,8.8
1.0,0.74,8.8
1.0,1.54,12.8
5.0,18.96,55.300000000000004
1.0,1.78,11.8
1.0,3.0,15.799999999999999
3.0,1.45,10.3
2.0,0.3,7.800000000000001
1.0,18.41,61.059999999999995
1.0,15.79,49.45
1.0,1.18,11.3
1.0,1.67,9.299999999999999
1.0,1.9,15.8
1.0,4.9,24.3
1.0,3.12,17.8
5.0,0.62,7.799999999999999
1.0,1.5,13.8
1.0,1.5,11.3
6.0,2.05,12.3
2.0,0.6,8.8
1.0,1.0,10.8
1.0,2.65,15.8
1.0,1.98,15.3
1.0,1.69,10.299999999999999
1.0,1.1,10.8
1.0,1.4,12.8
1.0,9.73,40.56
1.0,2.12,11.8
1.0,16.84,57.1
2.0,0.61,9.3
5.0,2.28,16.3
1.0,1.1,10.8
1.0,1.5,13.3
6.0,0.95,11.8
1.0,12.88,65.56
1.0,2.1,15.3
1.0,2.2,14.8
3.0,10.22,40.56
1.0,2.1,14.8
1.0,2.98,16.299999999999997
2.0,1.54,11.3
2.0,1.89,12.3
1.0,5.5,31.300000000000004
1.0,2.91,14.3
1.0,10.8,38.8
1.0,2.2,12.3
1.0,12.2,44.06
2.0,2.1,15.3
1.0,6.3,25.8
1.0,12.28,45.56
1.0,2.7,17.3
1.0,1.27,14.8
1.0,0.9,10.3
1.0,0.51,10.299999999999999
2.0,1.4,12.3
1.0,0.99,8.8
1.0,1.18,12.3
1.0,1.88,17.3
1.0,3.1,19.3
1.0,0.3,6.8
1.0,3.82,18.3
1.0,17.6,61.059999999999995
1.0,1.07,10.3
1.0,16.37,61.06
2.0,9.0,38.059999999999995
1.0,2.1,16.3
2.0,1.39,13.3
1.0,2.52,17.8
1.0,0.6,9.3
1.0,1.46,11.8
2.0,1.15,11.8
1.0,1.1,9.8
2.0,1.78,13.799999999999999
1.0,1.6,10.799999999999999
1.0,2.07,13.8
1.0,1.72,13.3
1.0,0.84,9.8
1.0,0.48,7.8
1.0,10.33,32.3
2.0,2.49,14.3
1.0,14.13,47.3
1.0,7.9,32.3
1.0,3.0,17.8
1.0,1.5,10.799999999999999
1.0,1.04,9.3
1.0,7.2,24.8
2.0,0.67,8.8
1.0,1.5,10.799999999999999
1.0,0.4,7.300000000000001
1.0,1.1,9.3
1.0,1.3,10.3
1.0,6.1,21.8
1.0,2.86,19.3
1.0,2.8,16.8
1.0,1.4,12.3
1.0,2.0,15.3
1.0,1.3,10.799999999999999
1.0,1.6,13.3
1.0,0.57,6.3
1.0,4.4,18.8
1.0,1.1,13.3
1.0,15.5,55.800000000000004
1.0,2.57,14.8
1.0,3.69,19.3
1.0,0.8,7.800000000000001
1.0,2.07,13.3
1.0,1.4,9.3
1.0,3.03,19.3
1.0,1.77,13.3
1.0,0.56,11.3
1.0,1.3,13.3
1.0,0.96,12.8
6.0,1.78,13.799999999999999
1.0,1.1,15.3
1.0,1.2,12.299999999999999
1.0,1.65,14.8
1.0,1.9,14.3
1.0,0.93,12.799999999999999
1.0,3.18,17.8
1.0,0.4,8.3
1.0,1.07,9.3
1.0,0.71,8.3
1.0,1.53,11.8
1.0,1.5,11.3
1.0,2.2,14.8
1.0,1.22,10.8
1.0,0.73,8.8
1.0,1.56,12.8
1.0,1.0,9.3
1.0,12.5,39.3
1.0,1.44,9.8
1.0,1.64,10.3
1.0,0.8,8.3
1.0,1.6,11.8
1.0,0.8,7.8
1.0,0.66,9.3
1.0,0.4,6.8
3.0,17.2,61.06
1.0,7.6,30.3
1.0,1.37,14.3
1.0,2.49,13.3
6.0,0.6,8.8
1.0,0.39,7.3
2.0,2.12,20.8
1.0,0.2,6.3
1.0,0.7,8.3
1.0,1.1,14.8
1.0,1.2,14.8
1.0,1.71,16.3
1.0,0.47,6.8
1.0,1.2,11.3
5.0,1.28,11.3
1.0,0.8,10.8
2.0,1.0,10.299999999999999
1.0,1.1,11.8
3.0,1.0,10.3
2.0,3.51,21.3
1.0,5.51,22.8
1.0,22.0,61.06
3.0,0.92,9.8
1.0,2.09,13.3
1.0,0.6,5.3
1.0,3.56,16.8
1.0,5.6,23.3
2.0,2.26,12.8
1.0,1.6,11.8
6.0,1.88,13.3
1.0,2.8,15.299999999999999
1.0,10.7,40.06
1.0,1.3,9.3
1.0,3.0,12.3
2.0,3.81,23.56
1.0,1.7,11.8
1.0,0.89,11.3
1.0,1.2,11.799999999999999
1.0,1.13,11.3
1.0,3.5,18.799999999999997
1.0,0.4,6.800000000000001
1.0,3.3,21.799999999999997
2.0,3.43,19.3
1.0,1.6,21.3
1.0,0.8,9.3
1.0,2.04,14.8
5.0,0.46,9.3
2.0,0.17,6.8
1.0,0.9,10.3
1.0,2.32,14.8
1.0,5.83,26.300000000000004
1.0,0.53,7.3
1.0,1.5,13.3
2.0,13.86,56.56
1.0,3.53,23.799999999999997
6.0,9.02,38.56
1.0,10.54,65.56
1.0,9.1,41.06
1.0,1.22,12.8
1.0,6.6,26.8
2.0,7.35,37.010000000000005
1.0,1.89,16.3
1.0,1.6,8.8
2.0,1.33,13.799999999999999
6.0,8.3,28.800000000000004
1.0,1.3,11.3
1.0,1.4,12.8
1.0,2.8,17.3
1.0,3.24,19.3
2.0,2.98,18.3
1.0,1.23,9.8
1.0,4.37,21.8
1.0,1.33,10.8
6.0,2.11,13.799999999999999
1.0,2.2,17.3
2.0,0.8,9.3
1.0,1.01,10.8
1.0,3.01,15.8
1.0,0.6,7.8
6.0,2.64,12.8
2.0,6.0,23.3
1.0,1.4,9.3
1.0,8.47,34.8
1.0,0.67,7.799999999999999
1.0,0.86,8.8
2.0,0.83,7.800000000000001
1.0,0.77,8.3
1.0,1.0,9.3
1.0,2.3,18.8
1.0,0.75,8.8
1.0,6.8,28.300000000000004
1.0,0.74,9.8
1.0,2.34,17.799999999999997
2.0,1.1,11.8
1.0,0.87,11.3
1.0,0.55,10.8
2.0,1.2,9.8
1.0,0.63,5.8
1.0,1.2,10.799999999999999
1.0,0.73,8.3
2.0,1.36,10.8
2.0,2.52,14.8
5.0,0.77,8.8
2.0,2.8,15.799999999999999
1.0,2.02,15.8
1.0,2.0,14.8
1.0,1.4,12.3
1.0,2.73,15.8
2.0,2.09,15.299999999999999
1.0,6.72,26.799999999999997
1.0,2.56,13.8
5.0,1.12,8.3
1.0,3.3,15.8
1.0,6.3,23.3
2.0,3.6,16.299999999999997
1.0,10.0,40.06
2.0,0.68,7.799999999999999
1.0,3.48,16.8
1.0,2.4,12.3
1.0,2.1,13.3
1.0,3.4,17.8
1.0,6.14,31.799999999999997
2.0,4.43,20.8
2.0,18.1,61.06
1.0,0.68,8.8
1.0,0.8,8.299999999999999
5.0,3.15,14.8
1.0,2.16,14.8
1.0,3.62,23.56
1.0,6.4,28.3
1.0,1.48,11.3
1.0,12.11,39.3
1.0,1.8,14.3
2.0,1.11,9.3
2.0,3.2,16.8
1.0,11.22,33.800000000000004
1.0,0.9,9.3
1.0,3.3,19.3
1.0,3.6,19.3
1.0,1.5,12.8
1.0,0.65,7.299999999999999
1.0,2.7,18.3
1.0,0.4,9.3
4.0,0.81,8.8
2.0,10.97,45.06
1.0,0.3,6.800000000000001
1.0,1.57,12.799999999999999
1.0,0.7,8.3
5.0,0.83,8.3
1.0,2.0,17.8
1.0,2.8,22.8
3.0,2.2,15.8
1.0,9.05,37.34
1.0,2.2,14.8
4.0,0.3,6.8
2.0,0.76,7.8
1.0,6.1,23.299999999999997
1.0,1.3,11.8
1.0,2.3,16.8
2.0,1.03,10.8
1.0,17.14,65.56
1.0,1.0,9.8
1.0,2.6,13.8
4.0,2.81,15.8
1.0,2.06,15.3
1.0,5.69,22.3
1.0,1.0,10.3
1.0,0.91,9.8
6.0,1.26,10.299999999999999
6.0,0.4,4.8
2.0,0.51,8.8
2.0,1.25,12.799999999999999
1.0,0.64,9.3
3.0,1.02,10.3
2.0,0.96,7.299999999999999
5.0,2.5,11.8
1.0,0.71,7.800000000000001
1.0,0.6,7.8
1.0,0.9,12.3
6.0,0.69,7.800000000000001
1.0,1.2,11.8
1.0,2.0,10.8
1.0,0.51,8.3
3.0,2.28,12.8
1.0,1.73,12.799999999999999
1.0,1.64,11.8
1.0,0.6,9.3
3.0,1.71,13.799999999999999
2.0,1.25,13.8
1.0,0.76,9.299999999999999
4.0,0.5,8.8
1.0,0.36,7.8
1.0,1.59,13.299999999999999
1.0,1.7,12.8
1.0,0.78,8.3
1.0,1.57,12.8
1.0,1.6,11.8
1.0,2.63,14.3
1.0,1.8,11.8
1.0,5.87,30.560000000000002
5.0,5.12,21.3
1.0,5.41,23.3
1.0,0.15,3.8
1.0,0.8,8.8
1.0,0.9,8.3
1.0,0.4,7.3
1.0,8.8,46.06
1.0,3.51,17.3
1.0,2.7,12.8
1.0,2.17,9.8
1.0,1.6,13.299999999999999
4.0,4.5,25.3
1.0,0.5,10.8
1.0,1.2,15.299999999999999
3.0,2.62,17.3
2.0,1.2,10.799999999999999
2.0,0.7,7.8
2.0,3.47,23.799999999999997
1.0,1.21,11.3
1.0,1.0,9.8
5.0,1.93,11.8
5.0,1.91,14.8
1.0,4.6,20.799999999999997
1.0,5.6,24.8
5.0,1.01,10.3
1.0,1.4,15.3
1.0,2.8,14.8
1.0,1.6,13.8
1.0,3.0,22.8
1.0,6.3,23.8
1.0,0.84,11.299999999999999
6.0,19.71,59.800000000000004
1.0,1.4,12.8
3.0,0.9,10.8
1.0,21.29,65.56
1.0,1.82,12.3
1.0,7.2,25.8
4.0,9.5,41.06
3.0,1.1,11.8
1.0,3.6,16.3
3.0,0.59,8.8
1.0,1.93,14.8
1.0,1.6,12.3
1.0,1.95,13.799999999999999
1.0,1.2,10.3
1.0,1.83,11.8
3.0,3.3,16.299999999999997
1.0,0.78,8.8
1.0,8.2,28.799999999999997
1.0,3.98,18.299999999999997
1.0,0.9,9.8
1.0,2.26,13.799999999999999
1.0,2.42,14.8
1.0,0.51,7.799999999999999
1.0,1.7,14.299999999999999
1.0,1.49,12.3
1.0,1.08,9.8
2.0,4.3,36.06
1.0,5.3,22.8
1.0,0.83,11.3
1.0,0.64,8.3
5.0,1.8,16.299999999999997
1.0,2.94,16.3
1.0,1.19,13.8
1.0,1.71,15.299999999999999
5.0,5.29,27.299999999999997
2.0,1.46,14.3
1.0,0.9,10.799999999999999
2.0,1.7,14.299999999999999
1.0,1.7,15.299999999999999
1.0,2.45,18.299999999999997
2.0,3.2,22.3
3.0,0.3,7.8
1.0,1.76,13.8
5.0,2.37,16.8
1.0,8.86,34.56
1.0,1.34,12.299999999999999
1.0,1.2,10.799999999999999
4.0,1.61,12.3
1.0,0.53,7.799999999999999
1.0,6.0,22.3
2.0,1.36,7.3
4.0,8.8,36.06
3.0,0.74,9.8
1.0,1.02,9.8
1.0,0.81,9.3
2.0,11.4,45.56
2.0,1.0,10.3
1.0,0.7,7.8
1.0,2.8,17.8
1.0,0.7,8.3
1.0,1.82,13.8
1.0,2.96,18.3
2.0,1.93,12.8
1.0,1.38,15.3
1.0,0.97,10.3
1.0,1.2,12.3
5.0,2.71,19.3
1.0,6.1,26.8
6.0,0.97,11.8
1.0,0.5,6.3
1.0,1.23,10.3
1.0,1.3,13.8
2.0,13.8,49.8
4.0,1.67,17.8
1.0,2.24,13.799999999999999
1.0,1.3,9.8
1.0,1.3,13.8
6.0,2.52,14.8
1.0,0.81,9.3
2.0,2.87,16.3
1.0,0.55,7.8
1.0,2.0,15.3
1.0,1.0,9.8
1.0,0.34,7.3
1.0,2.54,17.8
1.0,1.64,12.8
1.0,1.8,8.8
1.0,1.2,10.8
1.0,3.0,16.8
3.0,6.77,24.8
1.0,0.43,7.300000000000001
2.0,1.79,10.299999999999999
1.0,1.75,13.299999999999999
1.0,0.8,8.3
2.0,1.1,8.3
1.0,0.88,8.3
6.0,1.05,10.3
2.0,1.55,13.8
1.0,0.88,8.3
1.0,0.98,9.3
5.0,0.46,7.8
2.0,0.91,10.8
5.0,4.71,21.8
1.0,1.99,14.3
6.0,1.11,11.8
1.0,1.63,9.8
1.0,0.7,8.3
1.0,1.3,10.3
1.0,1.7,11.8
5.0,20.44,61.56
1.0,3.43,17.8
6.0,0.51,7.799999999999999
1.0,1.4,12.3
2.0,2.3,14.3
1.0,1.33,12.3
2.0,1.5,13.8
5.0,1.41,15.3
1.0,2.84,12.8
1.0,5.8,50.800000000000004
2.0,0.99,9.3
1.0,10.17,34.8
1.0,1.0,10.3
1.0,4.4,17.8
5.0,1.12,10.3
1.0,2.32,11.3
1.0,2.9,14.8
1.0,1.2,10.8
6.0,1.68,12.8
1.0,1.0,10.799999999999999
1.0,1.32,10.299999999999999
1.0,2.05,13.3
1.0,1.78,11.8
1.0,2.09,13.3
2.0,1.7,12.8
1.0,8.38,31.3
2.0,3.19,18.799999999999997
2.0,0.25,3.8
3.0,17.89,61.059999999999995
1.0,0.53,7.3
1.0,1.56,13.3
2.0,2.6,20.8
1.0,5.31,20.8
1.0,1.34,11.8
1.0,3.4,18.3
1.0,21.33,58.56
3.0,3.91,20.3
1.0,2.49,14.8
1.0,1.09,9.8
1.0,1.39,10.3
1.0,2.7,15.3
1.0,1.0,9.8
1.0,0.5,8.8
1.0,3.02,16.8
1.0,2.92,14.3
1.0,1.3,11.8
1.0,0.7,8.8
1.0,8.2,34.06
3.0,0.82,9.8
1.0,0.5,7.8
1.0,0.01,3.3
1.0,2.17,14.3
5.0,1.86,12.799999999999999
2.0,7.54,27.299999999999997
1.0,1.6,8.3
2.0,4.6,22.8
2.0,2.77,14.8
1.0,1.2,10.3
2.0,1.35,11.8
1.0,1.68,12.3
1.0,2.42,12.8
1.0,7.1,25.799999999999997
1.0,1.22,9.8
1.0,0.73,8.3
1.0,0.3,7.800000000000001
1.0,2.6,16.299999999999997
1.0,1.1,6.3
1.0,1.1,9.3
1.0,5.45,21.299999999999997
2.0,1.32,11.3
1.0,18.26,61.059999999999995
1.0,2.4,16.3
1.0,0.6,8.8
1.0,0.43,7.3
1.0,8.5,42.06
1.0,0.51,7.3
1.0,10.2,41.06
1.0,1.4,11.8
1.0,1.02,8.8
1.0,1.9,13.299999999999999
1.0,0.63,7.3
3.0,2.23,14.3
1.0,3.34,19.8
1.0,2.31,16.3
1.0,1.6,11.8
2.0,1.63,12.8
1.0,2.58,14.8
1.0,0.9,12.3
6.0,2.68,17.8
1.0,0.3,7.799999999999999
1.0,0.6,9.8
1.0,1.45,12.799999999999999
3.0,1.7,12.8
1.0,0.88,8.3
1.0,0.67,8.8
1.0,1.8,13.3
1.0,1.13,9.8
1.0,6.49,27.3
2.0,3.1,15.3
1.0,12.5,39.3
2.0,0.8,7.3
1.0,0.9,8.8
1.0,3.53,18.799999999999997
1.0,2.36,16.299999999999997
1.0,0.97,11.3
1.0,1.6,12.3
1.0,1.28,15.299999999999999
1.0,1.18,11.8
3.0,2.31,16.3
2.0,1.9,13.799999999999999
1.0,0.77,11.8
1.0,0.65,11.8
1.0,1.26,10.8
1.0,2.52,26.799999999999997
2.0,16.32,61.059999999999995
1.0,0.41,8.3
1.0,1.05,11.3
1.0,1.1,11.3
1.0,2.56,15.299999999999999
1.0,6.6,25.3
1.0,2.29,13.799999999999999
1.0,2.8,14.299999999999999
1.0,11.11,34.8
1.0,3.27,17.3
1.0,2.56,12.8
1.0,1.0,8.8
2.0,3.4,17.3
1.0,0.63,5.3
2.0,3.17,15.299999999999999
1.0,4.2,18.299999999999997
2.0,4.28,17.8
1.0,0.64,7.800000000000001
1.0,0.5,8.3
1.0,0.58,7.800000000000001
2.0,0.92,11.8
1.0,0.47,7.8
1.0,0.4,6.8
1.0,0.59,8.3
3.0,3.72,25.3
2.0,0.85,7.8
1.0,6.1,23.3
1.0,0.34,6.3
2.0,0.55,7.800000000000001
1.0,0.92,10.8
1.0,5.0,22.3
1.0,1.35,10.8
1.0,0.53,9.3
1.0,17.4,57.8
1.0,0.8,7.3
1.0,7.05,29.299999999999997
2.0,1.44,10.3
1.0,1.5,10.8
1.0,1.32,11.3
1.0,5.3,23.3
1.0,0.33,7.8
3.0,2.18,15.299999999999999
1.0,0.81,8.799999999999999
2.0,2.06,11.8
1.0,1.2,9.3
1.0,1.5,11.8
1.0,4.09,17.8
1.0,2.25,14.3
1.0,1.2,9.8
1.0,2.57,13.3
6.0,3.5,14.8
3.0,1.82,11.3
1.0,7.8,34.3
5.0,2.7,18.8
1.0,0.81,8.8
1.0,1.09,14.8
1.0,5.69,23.8
2.0,1.33,12.3
2.0,1.3,9.3
1.0,1.1,10.299999999999999
1.0,2.86,12.3
1.0,1.37,12.3
1.0,0.75,8.3
4.0,0.94,10.3
1.0,0.08,6.3
1.0,3.81,19.8
4.0,1.81,12.3
1.0,2.1,14.8
6.0,2.39,14.8
1.0,1.36,13.3
2.0,0.84,10.299999999999999
3.0,0.7,8.8
2.0,2.24,16.3
2.0,0.69,9.3
1.0,0.84,9.3
1.0,0.69,5.8
1.0,2.93,17.3
3.0,0.46,7.299999999999999
2.0,3.66,18.799999999999997
1.0,1.2,10.799999999999999
1.0,7.04,27.299999999999997
1.0,2.84,16.299999999999997
1.0,4.2,32.8
1.0,1.2,9.8
2.0,28.3,80.80000000000001
1.0,0.71,7.799999999999999
1.0,4.7,21.3
1.0,2.16,13.3
1.0,0.63,7.8
1.0,1.79,16.8
2.0,2.4,16.3
2.0,1.4,12.3
1.0,5.51,24.3
2.0,1.1,10.8
1.0,0.64,9.3
2.0,1.33,12.799999999999999
1.0,0.93,10.8
1.0,2.34,13.799999999999999
1.0,2.3,15.3
1.0,0.88,9.299999999999999
1.0,0.7,8.8
2.0,1.7,10.8
1.0,1.7,14.3
4.0,4.0,22.3
1.0,1.52,12.3
2.0,1.39,13.3
1.0,5.57,23.3
1.0,2.18,17.3
2.0,6.6,30.3
2.0,1.4,11.3
5.0,0.97,8.8
1.0,2.5,14.3
1.0,4.13,20.3
1.0,24.87,101.56
1.0,8.21,31.3
1.0,12.31,35.3
1.0,2.0,10.8
1.0,1.66,10.8
5.0,0.54,7.3
1.0,1.5,10.8
1.0,0.93,8.8
2.0,1.63,10.8
1.0,2.12,14.3
1.0,0.5,7.3
1.0,1.7,10.8
1.0,1.75,11.8
2.0,0.64,8.3
1.0,1.0,9.8
2.0,17.14,61.06
2.0,1.4,10.3
1.0,1.41,10.299999999999999
1.0,17.52,55.3
1.0,0.7,5.8
1.0,0.93,9.8
1.0,0.4,6.800000000000001
1.0,1.2,10.3
6.0,3.24,17.3
1.0,1.7,12.799999999999999
1.0,14.86,41.8
1.0,3.58,16.8
5.0,17.75,61.06
1.0,4.9,22.8
3.0,7.14,23.3
1.0,1.8,11.8
5.0,3.78,16.8
1.0,0.48,7.300000000000001
3.0,2.6,14.3
1.0,17.4,61.06
1.0,1.55,15.299999999999999
1.0,1.53,10.3
1.0,1.5,12.8
1.0,0.7,8.8
2.0,2.0,12.3
1.0,2.1,13.799999999999999
1.0,0.72,7.799999999999999
2.0,0.4,7.3
2.0,19.65,65.56
1.0,1.07,10.3
1.0,1.9,14.299999999999999
1.0,1.11,11.3
1.0,4.87,21.8
1.0,1.1,9.8
1.0,3.8,18.8
1.0,3.7,17.8
1.0,1.57,11.8
2.0,0.35,7.799999999999999
4.0,1.04,6.300000000000001
1.0,1.05,10.3
1.0,12.22,48.56
1.0,1.1,9.3
1.0,2.89,16.299999999999997
1.0,2.4,21.8
3.0,4.69,19.8
1.0,3.2,27.8
1.0,2.28,18.8
1.0,0.74,9.299999999999999
1.0,0.98,12.3
5.0,0.4,8.8
1.0,1.78,14.299999999999999
1.0,2.5,15.8
1.0,2.1,13.799999999999999
6.0,2.33,17.8
1.0,1.9,15.3
3.0,1.34,13.299999999999999
2.0,0.56,9.3
1.0,1.24,10.8
1.0,1.71,15.8
1.0,10.2,33.8
1.0,0.42,9.8
1.0,2.1,16.3
1.0,14.87,63.06
1.0,3.02,16.8
1.0,3.6,17.8
1.0,0.84,8.3
1.0,0.6,8.299999999999999
1.0,5.9,25.3
1.0,0.86,8.8
1.0,1.28,11.8
1.0,10.38,37.3
1.0,1.5,10.8
6.0,0.97,9.8
1.0,6.13,27.8
4.0,4.02,37.8
1.0,0.63,8.3
2.0,1.51,12.3
3.0,1.14,11.8
1.0,1.12,10.8
1.0,0.7,8.8
1.0,10.7,41.06
1.0,1.53,15.8
1.0,0.81,9.8
3.0,0.76,9.3
1.0,0.59,5.3
1.0,3.9,23.3
1.0,7.1,34.3
3.0,18.73,86.8
1.0,1.1,9.3
1.0,1.87,12.3
1.0,18.11,63.06
1.0,1.08,12.8
1.0,8.12,31.799999999999997
1.0,0.35,7.300000000000001
1.0,17.58,61.06
1.0,3.7,16.8
1.0,1.93,13.3
5.0,2.04,13.3
1.0,2.65,14.3
6.0,0.99,9.8
2.0,1.4,12.8
2.0,0.7,8.3
1.0,6.91,30.3
1.0,2.52,13.3
5.0,1.5,11.3
2.0,14.14,48.56
1.0,7.16,23.3
1.0,18.3,61.059999999999995
1.0,17.7,55.3
1.0,1.68,11.8
1.0,1.6,11.3
1.0,4.1,17.3
1.0,4.34,20.3
5.0,2.37,12.8
5.0,3.87,20.8
2.0,1.35,11.8
3.0,0.72,9.8
1.0,1.6,17.3
1.0,0.8,10.3
1.0,1.18,13.3
2.0,0.5,5.8
1.0,1.2,13.8
2.0,12.01,37.3
1.0,21.12,70.06
1.0,1.6,12.799999999999999
1.0,18.69,65.56
5.0,18.4,65.56
1.0,11.53,51.06
1.0,5.06,28.3
1.0,0.48,7.800000000000001
1.0,1.05,10.299999999999999
1.0,1.99,14.3
1.0,1.6,14.8
1.0,1.0,9.8
1.0,3.39,18.3
1.0,1.83,12.8
1.0,1.72,12.3
1.0,2.95,15.299999999999999
1.0,1.3,9.3
1.0,4.58,20.049999999999997
1.0,0.71,6.8
2.0,4.24,19.55
2.0,6.25,27.06
1.0,2.98,16.55
1.0,0.7,5.8
1.0,6.26,23.05
1.0,4.83,21.55
1.0,17.75,53.99
1.0,1.31,9.3
1.0,5.83,20.01
1.0,5.72,29.06
1.0,3.9,15.8
1.0,3.3,19.8
1.0,0.17,6.3
1.0,1.2,10.8
1.0,1.35,13.3
1.0,4.45,25.55
1.0,7.1,28.3
3.0,3.82,13.3
1.0,17.28,57.56
1.0,15.54,51.91
6.0,2.98,20.05
1.0,1.15,8.3
1.0,3.6,12.8
1.0,13.6,52.959999999999994
1.0,1.91,10.8
6.0,1.03,6.8
5.0,2.99,15.8
1.0,18.56,60.06
1.0,2.29,12.8
1.0,0.49,5.8
2.0,0.67,7.3
1.0,6.02,23.3
1.0,1.62,9.3
1.0,1.27,8.299999999999999
2.0,3.83,17.3
1.0,0.6,5.8
1.0,3.26,16.3
1.0,1.78,10.3
3.0,4.6,21.94
1.0,0.7,7.8
1.0,4.19,18.8
5.0,3.28,14.8
1.0,0.95,6.8
2.0,0.6,6.3
1.0,1.84,13.799999999999999
1.0,1.06,8.8
1.0,1.21,7.8
1.0,0.93,11.05
1.0,0.7,6.3
1.0,1.04,7.799999999999999
1.0,1.36,9.3
1.0,1.01,6.8
1.0,4.62,21.8
1.0,2.35,10.3
1.0,3.9,21.05
1.0,0.34,4.3
1.0,0.87,8.3
2.0,3.26,16.8
3.0,1.5,8.8
1.0,1.14,8.3
3.0,5.59,25.8
1.0,11.5,34.3
1.0,2.53,13.3
1.0,1.52,10.299999999999999
1.0,1.89,11.8
3.0,1.4,8.8
1.0,2.24,14.049999999999999
1.0,0.44,7.550000000000001
1.0,0.81,7.800000000000001
1.0,0.98,7.8
1.0,0.93,7.799999999999999
1.0,0.95,6.8
1.0,1.28,8.3
1.0,7.52,30.88
1.0,2.43,11.3
2.0,1.52,7.8
1.0,0.7,5.8
2.0,2.87,14.3
1.0,24.16,81.56
1.0,3.91,20.05
1.0,1.15,10.3
5.0,0.86,7.8
1.0,1.83,10.8
1.0,6.62,25.05
1.0,7.64,28.38
2.0,0.91,6.8
1.0,2.3,12.3
2.0,7.77,31.060000000000002
1.0,1.57,8.3
1.0,6.55,24.04
1.0,0.63,8.8
4.0,0.76,6.8
1.0,4.2,21.8
1.0,0.7,8.8
1.0,0.99,8.3
1.0,0.54,7.3
1.0,2.3,17.8
1.0,0.21,6.3
1.0,2.11,14.3
1.0,1.4,11.3
1.0,0.7,9.3
1.0,0.8,12.3
1.0,1.1,13.8
1.0,13.56,47.94
3.0,1.0,13.3
1.0,2.4,17.8
1.0,1.5,13.3
2.0,20.1,65.56
1.0,1.1,8.3
1.0,2.7,15.799999999999999
1.0,3.62,20.8
1.0,2.6,14.8
2.0,1.48,11.3
1.0,2.46,18.799999999999997
5.0,1.61,12.3
1.0,1.96,12.3
1.0,6.89,27.299999999999997
1.0,1.44,11.8
1.0,0.86,8.3
1.0,2.91,16.8
2.0,0.81,9.8
1.0,0.8,6.3
3.0,1.21,7.8
2.0,1.1,10.3
1.0,1.2,9.8
1.0,1.5,10.799999999999999
1.0,1.43,9.3
1.0,0.57,6.8
1.0,2.2,11.3
1.0,1.4,9.3
2.0,3.09,15.8
1.0,0.33,6.8
1.0,2.27,14.3
2.0,6.42,23.8
1.0,19.6,61.06
1.0,1.06,8.8
5.0,2.21,13.799999999999999
3.0,0.57,7.8
1.0,0.8,5.8
1.0,0.33,6.3
5.0,1.91,12.3
1.0,3.3,17.8
3.0,0.56,7.799999999999999
2.0,2.7,13.8
1.0,3.06,17.3
1.0,2.23,13.3
1.0,1.58,13.8
1.0,1.26,9.8
1.0,0.67,8.799999999999999
1.0,6.63,31.300000000000004
1.0,2.5,15.3
1.0,4.23,24.3
1.0,10.4,29.8
1.0,0.8,9.3
1.0,0.53,8.8
3.0,2.0,12.3
1.0,1.1,15.3
1.0,7.1,30.299999999999997
2.0,1.4,11.3
1.0,5.21,17.299999999999997
