passenger_count,trip_distance,fare
1.0,1.7,15.3
1.0,0.42,7.8
5.0,2.68,15.299999999999999
2.0,1.55,11.8
1.0,0.65,9.3
1.0,2.75,23.3
1.0,0.99,12.799999999999999
1.0,0.4,11.3
1.0,8.4,41.300000000000004
6.0,1.17,11.3
1.0,1.49,13.3
1.0,2.53,18.799999999999997
1.0,5.55,34.3
1.0,1.5,11.3
1.0,4.51,20.8
2.0,2.99,18.3
1.0,2.31,14.3
1.0,18.1,61.42
1.0,3.28,20.8
1.0,1.17,11.3
2.0,8.5,34.3
1.0,1.17,17.3
3.0,2.69,22.3
6.0,1.62,12.3
1.0,8.33,29.299999999999997
1.0,4.24,19.8
1.0,13.9,39.3
1.0,2.33,15.8
1.0,7.4,22.8
1.0,5.94,23.3
1.0,0.37,6.3
5.0,2.72,17.3
1.0,0.92,8.299999999999999
1.0,1.2,9.8
1.0,1.25,11.8
2.0,1.12,10.8
1.0,1.5,13.8
1.0,1.4,10.299999999999999
1.0,3.7,22.3
2.0,3.2,17.3
1.0,1.8,13.8
6.0,1.26,9.8
1.0,2.4,14.8
4.0,1.43,11.8
2.0,15.1,55.3
2.0,1.92,22.3
1.0,2.55,18.8
2.0,1.4,12.3
6.0,0.7,10.3
1.0,0.8,10.3
3.0,6.1,27.3
2.0,1.98,14.3
1.0,1.74,11.3
1.0,4.9,21.799999999999997
3.0,0.52,8.3
1.0,1.62,11.3
2.0,1.72,13.3
1.0,1.24,10.299999999999999
1.0,0.9,9.3
1.0,1.06,8.8
2.0,1.26,11.3
5.0,0.91,8.8
1.0,5.2,20.8
2.0,1.43,9.8
1.0,0.64,7.8
2.0,0.82,9.8
1.0,1.3,11.8
2.0,2.62,14.3
1.0,1.0,9.3
6.0,0.7,8.3
1.0,3.0,19.3
1.0,20.7,55.3
1.0,0.75,9.3
3.0,0.63,9.3
1.0,2.49,16.8
1.0,7.73,23.3
1.0,2.8,15.3
1.0,1.18,15.299999999999999
3.0,1.8,15.299999999999999
1.0,1.38,11.8
5.0,1.97,12.8
1.0,1.37,11.299999999999999
1.0,3.53,19.8
2.0,1.27,11.3
2.0,1.7,13.8
1.0,1.8,13.8
3.0,3.71,19.3
1.0,1.29,12.8
1.0,0.54,5.8
1.0,2.3,12.799999999999999
1.0,2.69,16.8
1.0,9.2,37.42
2.0,1.6,12.8
1.0,0.64,5.8
5.0,11.36,41.92
2.0,1.5,12.8
1.0,2.8,15.8
1.0,2.05,14.3
2.0,1.0,9.3
1.0,1.0,9.8
1.0,5.41,31.299999999999997
1.0,0.84,9.3
3.0,5.03,65.3
1.0,3.85,17.8
1.0,8.7,35.800000000000004
1.0,1.62,14.8
2.0,0.41,11.3
1.0,4.3,19.8
1.0,1.21,8.3
1.0,5.9,24.8
1.0,2.86,11.8
1.0,19.87,66.42
1.0,2.9,18.05
1.0,1.36,9.8
1.0,2.2,11.8
1.0,2.77,16.8
1.0,17.45,72.55
6.0,10.92,55.8
1.0,1.9,19.8
1.0,5.9,21.799999999999997
1.0,2.9,18.8
1.0,5.33,28.05
1.0,2.48,15.299999999999999
1.0,7.5,27.8
6.0,3.37,12.799999999999999
1.0,0.35,5.8
1.0,0.5,6.8
1.0,0.58,6.3
1.0,1.57,9.8
1.0,1.73,10.3
2.0,2.02,10.8
1.0,6.1,27.55
1.0,13.68,42.05
1.0,0.69,5.8
5.0,0.85,5.8
1.0,5.7,23.0
1.0,2.99,14.3
2.0,9.26,35.0
1.0,5.79,23.55
1.0,1.21,17.0
1.0,1.3,9.3
2.0,0.87,6.8
1.0,0.47,5.8
1.0,1.81,9.3
1.0,1.01,8.8
1.0,0.91,8.3
1.0,1.84,10.8
1.0,0.54,6.3
1.0,7.4,27.3
1.0,4.1,16.3
1.0,1.54,9.8
1.0,0.93,7.3
1.0,2.2,11.8
1.0,2.42,13.8
1.0,5.82,18.8
2.0,6.5,29.8
1.0,0.74,5.8
2.0,4.46,14.299999999999999
1.0,3.39,15.8
2.0,2.84,12.8
1.0,4.55,17.8
1.0,3.73,16.3
2.0,2.61,12.799999999999999
1.0,1.16,7.3
1.0,1.21,8.299999999999999
1.0,1.03,7.799999999999999
1.0,0.94,6.8
5.0,1.72,10.25
1.0,2.0,9.8
1.0,0.94,7.3
1.0,2.92,18.8
1.0,2.66,14.55
5.0,3.86,14.3
1.0,1.1,6.8
1.0,1.43,10.3
1.0,0.87,8.3
1.0,1.78,11.3
1.0,2.98,11.8
1.0,10.37,34.55
1.0,4.73,19.549999999999997
1.0,0.97,7.799999999999999
1.0,1.17,7.8
1.0,1.6,10.3
3.0,1.22,9.3
1.0,0.8,5.800000000000001
3.0,1.24,7.3
1.0,1.89,10.8
5.0,6.12,18.3
1.0,9.5,35.05
4.0,1.58,9.8
1.0,17.97,55.3
1.0,2.4,10.8
1.0,4.03,20.55
1.0,1.2,9.8
1.0,0.46,4.8
1.0,5.45,22.25
1.0,0.76,6.3
1.0,4.29,22.75
1.0,3.85,19.8
1.0,0.99,8.799999999999999
2.0,1.27,8.8
2.0,1.16,7.8
1.0,1.08,6.8
1.0,7.6,35.55
1.0,7.19,30.05
1.0,1.9,12.8
1.0,1.4,10.8
1.0,2.57,13.8
1.0,17.2,61.42
2.0,0.7,9.3
2.0,1.03,6.3
1.0,1.36,12.799999999999999
1.0,11.96,44.419999999999995
1.0,1.4,11.8
1.0,0.43,6.8
1.0,10.12,43.42
1.0,0.8,8.3
1.0,1.5,15.799999999999999
2.0,2.62,19.3
1.0,3.59,19.8
1.0,1.28,11.3
1.0,2.53,17.8
1.0,2.01,14.3
1.0,2.26,14.3
1.0,0.9,9.3
1.0,19.11,95.8
1.0,1.54,11.8
1.0,1.52,13.799999999999999
1.0,10.3,33.8
1.0,1.76,14.8
4.0,1.1,10.799999999999999
1.0,1.3,12.8
1.0,0.88,9.8
1.0,2.22,14.8
2.0,2.2,13.3
1.0,2.7,14.8
3.0,1.3,11.8
1.0,7.4,31.92
2.0,3.13,16.3
2.0,1.48,10.8
1.0,2.67,15.8
1.0,19.1,58.92
1.0,0.6,8.3
1.0,1.8,12.8
1.0,1.12,9.8
5.0,0.73,9.3
2.0,0.73,13.8
1.0,1.05,11.3
1.0,1.18,9.8
2.0,1.61,13.3
1.0,2.8,22.8
1.0,11.44,65.92
1.0,3.12,15.8
1.0,0.82,12.8
1.0,0.99,9.3
2.0,1.2,10.8
1.0,7.2,26.8
1.0,1.1,10.8
1.0,5.72,20.8
1.0,19.1,54.300000000000004
1.0,0.8,8.8
1.0,0.52,7.8
1.0,3.0,18.3
1.0,1.4,10.799999999999999
1.0,1.4,9.8
3.0,7.4,28.8
1.0,0.4,8.8
2.0,0.74,7.800000000000001
1.0,0.7,8.8
1.0,4.47,23.8
6.0,0.33,6.8
1.0,1.3,11.8
1.0,0.6,7.800000000000001
3.0,1.0,9.299999999999999
1.0,0.58,5.300000000000001
1.0,0.1,7.3
1.0,1.24,10.3
1.0,1.02,10.299999999999999
1.0,0.59,7.799999999999999
1.0,1.0,9.3
6.0,0.57,5.8
1.0,0.65,13.3
1.0,0.89,9.3
6.0,0.74,9.8
5.0,1.65,12.8
1.0,0.87,17.8
3.0,2.31,14.8
1.0,18.6,61.419999999999995
5.0,1.88,14.3
1.0,1.6,13.3
1.0,2.09,12.799999999999999
1.0,1.54,11.3
1.0,1.46,10.299999999999999
5.0,1.79,11.8
2.0,2.3,12.3
2.0,1.45,10.8
1.0,0.55,8.3
1.0,8.9,28.3
1.0,1.55,11.8
6.0,8.47,30.8
1.0,0.57,7.3
1.0,1.4,10.3
1.0,1.1,9.8
3.0,0.8,8.8
3.0,3.1,16.8
1.0,1.87,12.3
1.0,1.0,8.8
1.0,1.04,10.8
1.0,3.5,13.3
2.0,4.08,17.8
1.0,2.91,15.8
1.0,2.2,11.8
1.0,1.71,11.8
2.0,3.9,19.3
1.0,3.63,17.3
1.0,2.41,16.3
1.0,0.5,7.3
2.0,1.84,8.8
2.0,0.34,7.3
1.0,5.6,25.3
1.0,8.55,32.3
1.0,8.99,28.3
1.0,12.4,36.8
2.0,0.99,13.799999999999999
3.0,3.09,19.3
1.0,1.35,11.3
2.0,2.28,12.3
1.0,0.58,8.8
5.0,2.89,15.8
1.0,5.29,21.8
1.0,0.64,9.3
2.0,5.36,20.8
1.0,3.52,18.799999999999997
2.0,0.8,8.8
1.0,2.2,9.8
1.0,2.3,12.3
1.0,0.75,8.3
1.0,1.4,9.8
1.0,2.73,15.3
1.0,1.53,13.3
1.0,1.8,12.3
1.0,4.9,21.3
1.0,2.2,12.8
1.0,1.7,12.3
1.0,6.16,24.3
1.0,6.4,24.8
1.0,2.2,14.3
1.0,6.3,31.919999999999998
3.0,1.18,7.800000000000001
2.0,2.21,12.8
5.0,5.83,23.3
2.0,1.8,11.8
1.0,1.33,7.8
1.0,0.78,8.799999999999999
5.0,1.89,11.8
1.0,0.59,7.799999999999999
1.0,1.1,10.3
1.0,0.95,6.3
1.0,7.4,28.300000000000004
3.0,1.5,10.799999999999999
3.0,0.98,10.3
2.0,1.45,10.8
3.0,0.89,9.3
1.0,2.4,13.8
1.0,11.8,38.8
1.0,3.8,21.3
6.0,2.18,12.3
1.0,6.08,30.8
1.0,0.89,11.3
2.0,1.71,13.8
3.0,0.74,10.299999999999999
1.0,5.14,22.8
1.0,5.29,21.3
1.0,3.28,20.3
1.0,2.61,21.299999999999997
1.0,7.5,35.92
1.0,4.1,19.3
1.0,0.98,8.8
1.0,0.92,11.299999999999999
1.0,1.0,10.3
1.0,16.2,49.3
1.0,1.02,9.8
1.0,2.56,14.8
1.0,7.0,35.300000000000004
1.0,20.43,61.419999999999995
3.0,2.53,14.8
1.0,2.41,13.3
5.0,0.87,10.3
1.0,1.2,10.3
1.0,1.01,11.299999999999999
1.0,1.7,12.3
1.0,0.84,11.3
1.0,2.2,14.8
1.0,2.3,13.8
1.0,1.53,15.8
1.0,0.81,9.8
1.0,3.2,13.8
1.0,3.21,15.8
2.0,18.39,61.42
1.0,2.78,15.8
1.0,3.4,18.3
1.0,1.68,8.8
2.0,1.1,9.8
1.0,2.1,15.3
1.0,0.8,8.8
2.0,5.7,29.8
1.0,0.4,7.8
1.0,1.26,11.3
1.0,1.01,12.3
6.0,2.95,14.3
1.0,1.8,18.3
2.0,2.19,15.299999999999999
1.0,1.59,16.299999999999997
1.0,1.02,8.8
1.0,4.5,26.299999999999997
3.0,1.21,13.8
6.0,5.6,28.3
2.0,0.9,10.8
1.0,1.3,13.3
1.0,4.06,23.299999999999997
1.0,0.5,8.8
1.0,11.15,39.3
1.0,1.82,14.8
1.0,1.35,11.3
1.0,8.35,36.42
1.0,0.6,9.3
1.0,7.5,26.3
1.0,2.6,15.8
3.0,0.44,7.3
1.0,2.79,15.8
1.0,1.97,12.799999999999999
1.0,1.28,7.300000000000001
1.0,1.2,7.3
1.0,9.1,38.87
1.0,8.7,29.299999999999997
1.0,1.33,10.3
1.0,8.81,27.8
1.0,2.17,12.799999999999999
1.0,1.8,13.3
1.0,1.8,11.3
2.0,0.47,9.8
2.0,1.4,13.3
1.0,18.8,62.42
1.0,0.8,8.8
1.0,10.3,37.3
1.0,3.05,20.8
1.0,1.5,13.3
1.0,0.86,8.3
1.0,3.46,22.3
1.0,0.7,8.3
1.0,3.1,22.8
1.0,0.59,7.3
1.0,1.13,11.8
1.0,0.75,9.8
2.0,0.7,9.3
1.0,1.4,12.8
1.0,4.55,23.8
1.0,1.42,12.799999999999999
1.0,1.0,11.8
1.0,1.86,14.799999999999999
1.0,0.9,11.8
2.0,1.5,11.8
1.0,3.04,17.3
1.0,4.2,21.3
1.0,2.44,12.799999999999999
1.0,5.37,24.8
5.0,0.51,5.8
2.0,2.92,14.8
3.0,2.7,14.299999999999999
1.0,1.26,11.8
1.0,1.16,11.3
1.0,2.84,15.3
1.0,2.78,13.3
1.0,2.29,12.8
1.0,0.4,4.8
5.0,12.7,46.92
1.0,1.16,10.8
3.0,3.23,17.3
2.0,1.4,12.8
1.0,2.48,16.8
2.0,3.11,17.3
2.0,3.24,19.8
1.0,0.9,11.3
1.0,3.37,21.3
5.0,3.33,19.3
1.0,1.38,14.3
2.0,0.93,6.3
1.0,2.7,16.8
1.0,0.8,8.3
1.0,2.4,18.3
1.0,0.67,10.3
1.0,1.3,9.8
1.0,1.6,17.8
5.0,1.6,12.3
1.0,7.97,31.799999999999997
1.0,0.5,10.3
1.0,1.4,11.8
1.0,7.91,40.8
1.0,3.8,19.8
1.0,1.66,14.3
1.0,3.41,20.8
1.0,14.96,44.8
4.0,2.23,18.3
1.0,0.9,9.3
2.0,0.74,10.299999999999999
1.0,3.21,18.799999999999997
1.0,1.0,10.799999999999999
1.0,2.0,16.299999999999997
1.0,0.71,9.8
1.0,3.8,21.299999999999997
2.0,2.2,13.299999999999999
1.0,1.5,11.8
1.0,3.06,18.799999999999997
1.0,2.78,17.3
4.0,1.79,12.3
1.0,1.4,11.3
1.0,0.8,8.3
3.0,3.76,15.799999999999999
1.0,2.2,11.8
1.0,1.0,10.3
1.0,2.8,12.8
1.0,2.8,13.299999999999999
1.0,2.02,14.750000000000002
1.0,2.26,13.8
1.0,0.98,10.3
1.0,2.76,16.8
1.0,1.84,13.3
1.0,1.21,10.8
1.0,0.71,9.3
1.0,1.39,9.8
1.0,1.17,11.8
2.0,1.5,10.8
1.0,0.3,7.3
2.0,2.84,18.3
2.0,1.09,11.3
1.0,3.04,59.8
1.0,3.18,29.3
1.0,1.11,12.8
2.0,1.48,15.3
2.0,3.56,23.3
1.0,2.0,13.3
1.0,1.13,10.799999999999999
1.0,2.27,16.3
1.0,4.4,20.3
1.0,0.88,9.8
2.0,1.59,11.8
1.0,2.2,15.3
1.0,6.4,28.8
3.0,1.7,15.8
4.0,1.11,15.3
2.0,1.94,11.8
1.0,4.2,20.299999999999997
1.0,3.6,17.8
1.0,5.7,24.8
1.0,8.05,29.800000000000004
1.0,21.81,61.42
2.0,6.4,25.3
1.0,1.48,10.8
1.0,1.5,14.8
6.0,0.64,8.3
1.0,1.52,13.799999999999999
1.0,2.2,13.8
3.0,1.07,8.8
6.0,2.11,15.3
1.0,6.51,28.299999999999997
1.0,12.06,43.3
1.0,3.0,17.8
1.0,4.4,22.8
2.0,4.34,21.299999999999997
2.0,3.64,20.8
4.0,3.36,20.8
1.0,0.62,7.8
1.0,5.1,22.8
1.0,1.7,11.8
1.0,1.82,11.3
3.0,1.7,11.8
1.0,15.49,47.3
1.0,4.31,22.8
2.0,2.64,14.8
1.0,5.84,24.3
2.0,1.8,12.799999999999999
1.0,13.0,51.3
3.0,0.95,10.3
2.0,4.3,21.8
1.0,17.4,68.42
1.0,3.94,19.8
2.0,4.3,20.3
1.0,2.07,13.3
3.0,0.8,11.3
1.0,0.12,4.3
1.0,9.79,37.300000000000004
5.0,3.2,17.3
1.0,11.0,38.3
2.0,5.19,18.3
4.0,0.7,10.3
1.0,1.34,11.8
1.0,4.29,16.8
1.0,1.3,11.3
1.0,2.22,13.799999999999999
1.0,1.7,14.8
1.0,1.0,8.3
1.0,13.6,61.42
3.0,0.63,7.3
1.0,2.16,13.8
1.0,1.12,10.299999999999999
1.0,1.12,10.3
1.0,3.02,16.8
1.0,2.5,12.3
1.0,1.42,11.3
1.0,1.24,11.8
1.0,1.2,10.799999999999999
5.0,18.16,62.92
1.0,0.6,7.8
1.0,1.17,14.8
1.0,0.8,8.299999999999999
1.0,1.21,15.8
1.0,2.9,17.8
1.0,6.83,30.8
1.0,3.88,19.3
1.0,0.95,9.8
6.0,0.82,9.8
1.0,21.07,61.42
4.0,2.9,17.8
1.0,14.88,56.42
1.0,1.86,12.3
1.0,0.7,8.8
1.0,0.93,9.799999999999999
1.0,18.26,61.42
1.0,1.5,14.299999999999999
2.0,0.89,10.8
1.0,16.31,65.92
1.0,0.57,8.3
1.0,1.67,14.8
2.0,2.6,13.3
5.0,2.01,18.8
5.0,4.67,22.8
3.0,4.02,19.8
4.0,1.43,10.8
1.0,2.01,12.8
1.0,0.4,7.300000000000001
1.0,2.0,14.8
2.0,2.0,11.3
1.0,1.1,11.3
1.0,1.25,11.3
1.0,1.7,13.8
5.0,1.13,11.3
1.0,0.78,8.8
1.0,2.68,18.25
1.0,1.1,11.8
3.0,3.09,18.8
5.0,4.43,19.3
1.0,8.0,32.800000000000004
1.0,1.5,13.3
1.0,0.51,8.3
1.0,2.2,21.3
1.0,11.9,34.800000000000004
1.0,2.57,14.8
1.0,1.6,11.8
1.0,0.6,6.3
2.0,2.0,19.299999999999997
1.0,1.11,10.8
1.0,1.02,10.8
1.0,0.64,9.3
1.0,1.15,10.8
4.0,7.05,22.3
2.0,4.89,22.8
1.0,1.92,13.8
2.0,2.28,12.8
1.0,8.07,28.799999999999997
2.0,1.12,8.8
3.0,1.8,11.8
1.0,2.92,15.3
1.0,1.4,14.3
1.0,19.6,61.42
1.0,1.38,10.8
1.0,0.6,8.3
1.0,1.39,14.8
1.0,0.92,8.3
1.0,1.2,13.3
1.0,13.14,69.3
2.0,1.4,11.3
2.0,1.24,11.299999999999999
1.0,1.02,15.8
3.0,1.54,16.8
1.0,3.3,24.8
1.0,2.1,15.8
1.0,4.5,22.8
1.0,0.5,8.8
1.0,0.8,12.8
1.0,0.7,11.8
1.0,4.5,24.800000000000004
1.0,0.48,8.8
1.0,3.06,18.8
2.0,1.6,14.3
1.0,0.8,9.8
1.0,1.9,13.299999999999999
1.0,3.4,19.3
1.0,17.6,61.42
1.0,1.0,8.8
1.0,1.9,11.8
1.0,2.1,15.799999999999999
1.0,1.0,13.8
1.0,1.68,13.3
1.0,0.5,9.3
1.0,1.3,12.3
1.0,0.69,9.3
2.0,1.77,14.3
1.0,2.3,24.3
1.0,1.22,15.3
1.0,18.16,61.42
1.0,1.3,12.8
1.0,0.5,9.3
1.0,1.19,15.8
3.0,1.41,16.3
2.0,2.71,20.3
6.0,0.94,10.299999999999999
1.0,1.33,16.3
1.0,0.5,6.800000000000001
1.0,2.6,19.299999999999997
1.0,6.2,30.8
1.0,1.71,14.3
1.0,2.03,12.8
3.0,8.55,47.92
1.0,1.04,12.3
1.0,0.7,10.3
1.0,1.53,14.3
2.0,1.19,12.3
1.0,1.0,9.3
1.0,0.6,9.299999999999999
1.0,1.2,11.3
1.0,0.7,9.3
1.0,4.66,22.3
5.0,7.89,27.8
5.0,5.33,23.799999999999997
1.0,3.1,17.3
1.0,1.2,10.299999999999999
1.0,5.47,21.3
1.0,4.4,20.3
1.0,1.98,12.3
2.0,1.89,13.799999999999999
1.0,1.11,12.3
1.0,6.37,25.3
1.0,0.95,11.8
1.0,0.9,15.3
1.0,0.6,8.299999999999999
1.0,0.5,7.3
2.0,2.26,14.3
1.0,1.4,10.8
1.0,4.57,26.799999999999997
1.0,2.2,19.8
1.0,3.4,23.3
3.0,2.4,18.8
2.0,0.93,9.8
2.0,2.8,17.3
1.0,1.5,9.8
1.0,1.33,12.3
1.0,1.58,12.3
1.0,5.45,23.8
1.0,5.85,25.8
1.0,1.1,11.3
1.0,2.37,15.3
1.0,7.3,34.3
1.0,0.83,9.3
1.0,6.08,24.8
1.0,3.34,16.299999999999997
1.0,4.4,18.799999999999997
1.0,5.8,21.8
3.0,1.0,12.8
1.0,2.3,16.8
1.0,1.89,13.3
4.0,6.8,27.8
1.0,0.94,10.3
1.0,1.18,11.3
1.0,16.42,51.3
2.0,3.85,17.3
2.0,1.15,9.8
2.0,1.5,9.8
6.0,6.52,26.3
1.0,1.0,9.3
5.0,1.22,10.3
1.0,0.57,6.8
1.0,0.8,9.3
1.0,13.95,51.42
3.0,0.43,6.8
1.0,0.5,7.3
3.0,0.77,8.3
1.0,21.06,61.42
1.0,1.22,9.3
3.0,2.26,15.8
1.0,1.4,8.8
2.0,1.4,11.3
1.0,17.82,61.42
1.0,0.7,9.3
1.0,1.96,12.8
2.0,1.11,9.8
1.0,3.9,18.3
2.0,0.99,9.299999999999999
1.0,1.3,12.3
1.0,0.8,8.8
1.0,1.9,15.3
1.0,18.1,58.92
2.0,4.14,19.8
1.0,0.7,8.8
3.0,11.93,39.8
1.0,1.1,9.8
2.0,4.66,22.8
1.0,0.37,7.300000000000001
5.0,6.78,29.92
1.0,1.63,11.3
1.0,3.52,12.3
1.0,1.53,11.3
1.0,3.67,16.8
1.0,0.74,8.3
1.0,1.23,10.299999999999999
4.0,1.46,12.8
1.0,1.6,10.799999999999999
1.0,2.42,13.3
1.0,0.9,10.8
1.0,1.2,10.8
1.0,8.55,30.8
5.0,8.18,36.92
1.0,0.76,8.3
1.0,0.96,10.3
1.0,1.99,14.3
1.0,1.2,10.3
1.0,0.79,8.3
1.0,0.84,10.299999999999999
1.0,1.97,10.8
1.0,0.64,7.800000000000001
1.0,1.4,9.3
1.0,1.86,13.25
5.0,0.31,7.3
1.0,6.11,22.3
1.0,2.11,12.3
1.0,1.1,10.8
2.0,1.13,10.3
1.0,1.22,10.3
1.0,2.1,11.8
2.0,1.96,14.8
1.0,0.7,8.3
1.0,3.61,12.299999999999999
1.0,1.7,12.3
1.0,0.98,13.3
1.0,0.97,9.8
3.0,0.77,9.3
1.0,3.6,19.3
1.0,1.7,16.3
1.0,0.4,8.3
2.0,1.74,13.8
1.0,18.14,65.92
1.0,1.19,9.3
1.0,1.36,13.299999999999999
5.0,0.68,8.8
1.0,2.2,13.8
1.0,1.16,10.8
1.0,4.44,18.799999999999997
1.0,3.26,16.8
1.0,0.79,8.3
1.0,0.8,8.3
1.0,0.6,7.800000000000001
1.0,1.2,9.3
1.0,1.64,12.799999999999999
1.0,1.2,13.299999999999999
1.0,4.63,20.3
1.0,0.96,10.299999999999999
1.0,2.27,16.8
1.0,1.4,10.3
1.0,1.02,13.8
1.0,0.2,6.800000000000001
1.0,2.2,17.8
1.0,0.7,10.8
1.0,1.2,10.299999999999999
1.0,1.1,10.799999999999999
2.0,0.58,8.3
1.0,16.6,59.8
1.0,1.0,10.3
1.0,0.5,15.3
1.0,0.73,8.3
1.0,5.3,24.3
1.0,1.04,9.3
1.0,1.09,10.8
1.0,6.0,21.3
4.0,1.04,9.3
1.0,1.6,11.3
1.0,4.65,21.3
4.0,1.24,10.8
1.0,0.8,8.3
5.0,1.28,9.8
1.0,2.6,16.3
1.0,2.82,18.799999999999997
4.0,17.6,61.42
1.0,1.0,10.3
1.0,1.97,14.3
1.0,1.0,10.3
1.0,1.27,10.8
1.0,1.4,9.8
2.0,1.55,12.799999999999999
5.0,0.44,7.3
1.0,1.75,11.8
1.0,0.53,8.8
3.0,0.41,6.800000000000001
1.0,8.4,44.42
1.0,1.2,12.8
1.0,0.91,14.8
1.0,4.6,28.8
1.0,1.32,10.299999999999999
1.0,0.5,8.3
1.0,0.6,6.3
5.0,3.0,24.8
5.0,1.31,15.8
1.0,3.1,24.3
1.0,3.5,22.8
1.0,2.02,17.8
2.0,0.9,11.8
2.0,11.3,48.42
1.0,0.84,10.3
2.0,2.63,14.799999999999999
5.0,1.15,9.8
1.0,2.3,14.8
1.0,2.21,13.8
1.0,0.9,10.3
1.0,1.5,13.8
4.0,0.88,9.8
2.0,4.12,21.299999999999997
2.0,8.7,34.8
1.0,1.23,10.299999999999999
1.0,0.82,11.75
1.0,0.9,8.8
1.0,3.04,15.299999999999999
1.0,1.54,12.3
1.0,2.4,14.3
1.0,0.79,8.3
1.0,4.4,18.8
1.0,1.12,13.3
1.0,2.1,11.3
1.0,0.8,11.8
1.0,18.47,61.42
1.0,2.14,13.3
1.0,2.31,15.3
1.0,17.65,61.42
1.0,8.84,35.92
2.0,0.29,4.3
1.0,2.6,15.299999999999999
1.0,0.45,7.8
1.0,0.92,9.8
1.0,0.9,9.3
2.0,0.64,9.8
1.0,0.47,7.799999999999999
1.0,1.8,19.3
1.0,1.69,12.8
1.0,1.69,16.299999999999997
2.0,1.24,11.8
1.0,23.43,96.3
1.0,1.25,8.8
1.0,0.4,7.800000000000001
1.0,6.21,27.8
1.0,1.71,13.3
2.0,10.0,39.92
3.0,2.78,19.3
1.0,17.35,61.42
1.0,1.27,10.8
1.0,1.99,13.3
1.0,0.9,10.3
1.0,4.0,21.299999999999997
1.0,1.7,13.3
1.0,4.07,19.8
3.0,1.97,14.3
1.0,7.32,25.8
1.0,2.7,13.8
2.0,1.69,11.3
5.0,1.2,8.8
2.0,0.76,8.8
1.0,0.5,5.3
1.0,5.76,24.299999999999997
1.0,0.85,11.8
5.0,2.86,16.8
1.0,0.83,9.8
1.0,1.2,10.3
1.0,15.3,46.8
3.0,1.3,13.3
1.0,2.7,23.3
3.0,0.7,10.8
6.0,2.98,28.8
1.0,3.1,18.799999999999997
3.0,12.8,63.42
1.0,2.02,17.3
1.0,1.0,10.3
1.0,1.05,10.8
1.0,6.7,26.3
1.0,0.2,8.8
1.0,3.2,18.3
1.0,1.31,11.8
5.0,1.51,13.3
1.0,3.68,16.299999999999997
1.0,4.22,19.8
1.0,8.2,35.42
1.0,11.25,32.8
2.0,0.2,7.3
2.0,13.9,53.3
1.0,2.19,12.8
1.0,4.2,19.8
1.0,3.1,16.3
1.0,1.62,11.8
2.0,1.1,8.8
1.0,0.76,9.8
2.0,2.0,12.299999999999999
1.0,4.89,22.3
1.0,0.98,8.3
1.0,0.52,8.799999999999999
1.0,1.9,11.8
1.0,1.94,16.8
4.0,17.7,91.3
1.0,0.4,6.8
5.0,1.5,9.8
1.0,2.06,14.3
3.0,1.15,10.3
1.0,0.39,7.3
1.0,3.8,19.3
1.0,19.72,55.300000000000004
2.0,1.34,12.3
2.0,3.26,20.3
1.0,18.5,58.92
2.0,1.8,17.8
1.0,0.85,9.8
1.0,0.8,8.3
1.0,3.04,17.3
6.0,6.94,29.3
4.0,2.4,10.799999999999999
1.0,5.9,23.3
2.0,2.79,12.8
1.0,2.9,14.8
2.0,1.2,8.3
1.0,0.9,9.8
1.0,0.43,7.3
2.0,0.56,8.299999999999999
1.0,2.19,11.8
1.0,5.32,20.8
5.0,0.44,7.8
1.0,1.4,13.299999999999999
1.0,0.6,10.8
1.0,0.8,9.3
1.0,0.6,8.8
1.0,4.58,22.3
2.0,1.1,11.3
1.0,19.34,61.42
1.0,1.19,10.8
1.0,8.29,33.42
1.0,20.4,61.42
4.0,1.72,11.8
1.0,1.14,10.8
1.0,1.49,9.8
5.0,2.37,12.299999999999999
1.0,0.9,8.8
1.0,3.76,16.8
3.0,2.8,13.3
1.0,1.16,11.3
2.0,1.2,11.3
1.0,0.56,4.8
1.0,0.9,10.799999999999999
1.0,0.88,9.3
2.0,6.58,26.8
1.0,11.68,46.92
1.0,2.55,17.3
1.0,0.48,8.8
4.0,0.97,13.3
1.0,3.4,15.799999999999999
1.0,1.67,11.8
1.0,1.0,12.8
1.0,1.7,18.8
1.0,1.33,11.299999999999999
1.0,2.89,14.8
1.0,2.11,12.8
1.0,5.08,21.8
1.0,0.9,9.3
3.0,1.82,11.8
2.0,12.81,37.3
1.0,3.21,15.8
1.0,11.45,39.8
1.0,7.27,28.799999999999997
6.0,2.0,13.299999999999999
2.0,11.12,35.3
1.0,1.4,11.3
1.0,11.09,34.8
1.0,1.54,12.3
1.0,0.92,9.8
1.0,1.15,11.8
2.0,3.04,17.8
1.0,1.4,10.8
1.0,2.36,16.8
1.0,0.86,9.3
1.0,3.6,19.8
1.0,1.86,14.8
1.0,1.83,17.3
1.0,0.2,4.800000000000001
1.0,8.97,40.42
2.0,8.59,37.42
6.0,0.39,8.3
1.0,2.1,15.299999999999999
1.0,0.8,9.8
1.0,1.1,10.3
2.0,0.45,7.3
1.0,14.59,56.8
1.0,2.44,18.3
6.0,2.63,17.8
2.0,0.91,10.3
1.0,8.5,36.8
1.0,0.66,10.299999999999999
1.0,8.2,34.8
3.0,1.79,14.8
1.0,0.83,10.3
1.0,0.28,8.799999999999999
